period,index,value_status,release_id
2007-08-15,13.7541919178809,derived_aggregate,ipc-candidate-v1-a90b7913204e
2007-11-15,14.2962854656831,derived_aggregate,ipc-candidate-v1-a90b7913204e
2008-02-15,15.0823365895379,derived_aggregate,ipc-candidate-v1-a90b7913204e
2008-05-15,16.2207020808394,derived_aggregate,ipc-candidate-v1-a90b7913204e
2008-08-15,16.877034645854,derived_aggregate,ipc-candidate-v1-a90b7913204e
2008-11-15,17.2420422374353,derived_aggregate,ipc-candidate-v1-a90b7913204e
2009-02-15,17.6658720872019,derived_aggregate,ipc-candidate-v1-a90b7913204e
2009-05-15,18.4030078595132,derived_aggregate,ipc-candidate-v1-a90b7913204e
2009-08-15,19.0358115212538,derived_aggregate,ipc-candidate-v1-a90b7913204e
2009-11-15,20.0314556387477,derived_aggregate,ipc-candidate-v1-a90b7913204e
2010-02-15,21.7877644318271,derived_aggregate,ipc-candidate-v1-a90b7913204e
2010-05-15,23.1078597418378,derived_aggregate,ipc-candidate-v1-a90b7913204e
2010-08-15,24.033226740342,derived_aggregate,ipc-candidate-v1-a90b7913204e
2010-11-15,25.6307154363211,derived_aggregate,ipc-candidate-v1-a90b7913204e
2011-02-15,26.7935386033943,derived_aggregate,ipc-candidate-v1-a90b7913204e
2011-05-15,28.5402500806645,derived_aggregate,ipc-candidate-v1-a90b7913204e
2011-08-15,30.165292360741,derived_aggregate,ipc-candidate-v1-a90b7913204e
2011-11-15,31.6144870479267,derived_aggregate,ipc-candidate-v1-a90b7913204e
2012-02-15,33.2144524705663,derived_aggregate,ipc-candidate-v1-a90b7913204e
2012-05-15,35.4026404750586,derived_aggregate,ipc-candidate-v1-a90b7913204e
2012-08-15,38.6807864442463,derived_aggregate,ipc-candidate-v1-a90b7913204e
2012-11-15,40.6124522545809,derived_aggregate,ipc-candidate-v1-a90b7913204e
2013-02-15,42.9138183266366,derived_aggregate,ipc-candidate-v1-a90b7913204e
2013-05-15,45.361705351944,derived_aggregate,ipc-candidate-v1-a90b7913204e
2013-08-15,49.7957365045228,derived_aggregate,ipc-candidate-v1-a90b7913204e
2013-11-15,53.2144996682174,derived_aggregate,ipc-candidate-v1-a90b7913204e
2014-02-15,59.8261109025675,derived_aggregate,ipc-candidate-v1-a90b7913204e
2014-05-15,65.4699604934541,derived_aggregate,ipc-candidate-v1-a90b7913204e
2014-08-15,69.8104063627916,derived_aggregate,ipc-candidate-v1-a90b7913204e
2014-11-15,73.7165142910652,derived_aggregate,ipc-candidate-v1-a90b7913204e
2015-02-15,77.7242955399708,derived_aggregate,ipc-candidate-v1-a90b7913204e
2015-05-15,82.0519832133,derived_aggregate,ipc-candidate-v1-a90b7913204e
2015-08-15,86.5202008077563,derived_aggregate,ipc-candidate-v1-a90b7913204e
2015-11-15,92.4282091686826,derived_aggregate,ipc-candidate-v1-a90b7913204e
2016-02-15,103.247848443633,derived_aggregate,ipc-candidate-v1-a90b7913204e
2016-05-15,115.993763941807,derived_aggregate,ipc-candidate-v1-a90b7913204e
2016-08-15,122.733890290839,derived_aggregate,ipc-candidate-v1-a90b7913204e
2016-11-15,128.940265525997,derived_aggregate,ipc-candidate-v1-a90b7913204e
2017-02-15,136.055495469956,derived_aggregate,ipc-candidate-v1-a90b7913204e
2017-05-15,144.971551311007,derived_aggregate,ipc-candidate-v1-a90b7913204e
2017-08-15,151.777515735655,derived_aggregate,ipc-candidate-v1-a90b7913204e
2017-11-15,159.736672611776,derived_aggregate,ipc-candidate-v1-a90b7913204e
2018-02-15,170.85118996057,derived_aggregate,ipc-candidate-v1-a90b7913204e
2018-05-15,184.710374699232,derived_aggregate,ipc-candidate-v1-a90b7913204e
2018-08-15,205.796374370918,derived_aggregate,ipc-candidate-v1-a90b7913204e
2018-11-15,235.311138659837,derived_aggregate,ipc-candidate-v1-a90b7913204e
2019-02-15,260.049159322854,derived_aggregate,ipc-candidate-v1-a90b7913204e
2019-05-15,288.070867084283,derived_aggregate,ipc-candidate-v1-a90b7913204e
2019-08-15,316.048335679609,derived_aggregate,ipc-candidate-v1-a90b7913204e
2019-11-15,356.378819923199,derived_aggregate,ipc-candidate-v1-a90b7913204e
2020-02-15,390.450831232639,derived_aggregate,ipc-candidate-v1-a90b7913204e
2020-05-15,412.682266583772,derived_aggregate,ipc-candidate-v1-a90b7913204e
2020-08-15,438.029942123112,derived_aggregate,ipc-candidate-v1-a90b7913204e
2020-11-15,481.662628657087,derived_aggregate,ipc-candidate-v1-a90b7913204e
2021-02-15,544.546664381021,derived_aggregate,ipc-candidate-v1-a90b7913204e
2021-05-15,608.252165460675,derived_aggregate,ipc-candidate-v1-a90b7913204e
2021-08-15,663.751667914631,derived_aggregate,ipc-candidate-v1-a90b7913204e
2021-11-15,727.602641780152,derived_aggregate,ipc-candidate-v1-a90b7913204e
2022-02-15,834.232124797084,derived_aggregate,ipc-candidate-v1-a90b7913204e
2022-05-15,985.947134553284,derived_aggregate,ipc-candidate-v1-a90b7913204e
2022-08-15,1180.05027290179,derived_aggregate,ipc-candidate-v1-a90b7913204e
2022-11-15,1396.51651632842,derived_aggregate,ipc-candidate-v1-a90b7913204e
2023-02-15,1668.94140135508,derived_aggregate,ipc-candidate-v1-a90b7913204e
2023-05-15,2054.0016825618,derived_aggregate,ipc-candidate-v1-a90b7913204e
2023-08-15,2636.3934544025,derived_aggregate,ipc-candidate-v1-a90b7913204e
2023-11-15,3817.50394834693,derived_aggregate,ipc-candidate-v1-a90b7913204e
2024-02-15,6254.82067710962,derived_aggregate,ipc-candidate-v1-a90b7913204e
2024-05-15,7733.73627777507,derived_aggregate,ipc-candidate-v1-a90b7913204e
2024-08-15,8700.21622733019,derived_aggregate,ipc-candidate-v1-a90b7913204e
2024-11-15,9489.1891456347,derived_aggregate,ipc-candidate-v1-a90b7913204e
2025-02-15,10294.6293875112,derived_aggregate,ipc-candidate-v1-a90b7913204e
2025-05-15,11094.6340075399,derived_aggregate,ipc-candidate-v1-a90b7913204e
