period,index,value_status,release_id
2000-02-15,6.40836263559004,derived_aggregate,ipc-candidate-v1-a90b7913204e
2000-05-15,6.35821236121467,derived_aggregate,ipc-candidate-v1-a90b7913204e
2000-08-15,6.35727098975461,derived_aggregate,ipc-candidate-v1-a90b7913204e
2000-11-15,6.33437644434929,derived_aggregate,ipc-candidate-v1-a90b7913204e
2001-02-15,6.31872992532739,derived_aggregate,ipc-candidate-v1-a90b7913204e
2001-05-15,6.35163655235306,derived_aggregate,ipc-candidate-v1-a90b7913204e
2001-08-15,6.28509813975734,derived_aggregate,ipc-candidate-v1-a90b7913204e
2001-11-15,6.23149958079457,derived_aggregate,ipc-candidate-v1-a90b7913204e
2002-02-15,6.58393909007243,derived_aggregate,ipc-candidate-v1-a90b7913204e
2002-05-15,7.8285358179054,derived_aggregate,ipc-candidate-v1-a90b7913204e
2002-08-15,8.54668746223591,derived_aggregate,ipc-candidate-v1-a90b7913204e
2002-11-15,8.74330330192113,derived_aggregate,ipc-candidate-v1-a90b7913204e
2003-02-15,8.93560822976893,derived_aggregate,ipc-candidate-v1-a90b7913204e
2003-05-15,8.96655870825496,derived_aggregate,ipc-candidate-v1-a90b7913204e
2003-08-15,8.99233965159642,derived_aggregate,ipc-candidate-v1-a90b7913204e
2003-11-15,9.06976700930389,derived_aggregate,ipc-candidate-v1-a90b7913204e
2004-02-15,9.15244842983901,derived_aggregate,ipc-candidate-v1-a90b7913204e
2004-05-15,9.33328873456499,derived_aggregate,ipc-candidate-v1-a90b7913204e
2004-08-15,9.47584689650352,derived_aggregate,ipc-candidate-v1-a90b7913204e
2004-11-15,9.59086682905747,derived_aggregate,ipc-candidate-v1-a90b7913204e
2005-02-15,9.90017586559904,derived_aggregate,ipc-candidate-v1-a90b7913204e
2005-05-15,10.153389662349,derived_aggregate,ipc-candidate-v1-a90b7913204e
2005-08-15,10.4086499187947,derived_aggregate,ipc-candidate-v1-a90b7913204e
2005-11-15,10.796760124479,derived_aggregate,ipc-candidate-v1-a90b7913204e
2006-02-15,11.0856348592917,derived_aggregate,ipc-candidate-v1-a90b7913204e
2006-05-15,11.3060386278357,derived_aggregate,ipc-candidate-v1-a90b7913204e
2006-08-15,11.4652121923146,derived_aggregate,ipc-candidate-v1-a90b7913204e
2006-11-15,11.7264658768647,derived_aggregate,ipc-candidate-v1-a90b7913204e
2007-02-15,12.0704187584607,derived_aggregate,ipc-candidate-v1-a90b7913204e
2007-05-15,12.7223256729781,derived_aggregate,ipc-candidate-v1-a90b7913204e
